neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,log_price
Queens,Far Rockaway,40.60077,-73.75626,Entire home/apt,30,0,0.0,1,358,5.170483995038151
Manhattan,Murray Hill,40.75106,-73.97917,Private room,1,0,0.0,86,203,6.018593214496234
Manhattan,Murray Hill,40.74963,-73.9813,Private room,1,10,0.27,86,296,6.124683390894205
Manhattan,Midtown,40.75142,-73.98049,Private room,1,19,0.52,86,188,5.796057750765372
Brooklyn,Canarsie,40.63888,-73.89898,Private room,30,2,0.07,4,273,4.276666119016055
Brooklyn,Bedford-Stuyvesant,40.68043,-73.95715,Entire home/apt,30,0,0.0,1,365,6.07073772800249
Manhattan,East Village,40.7299405,-73.9819054,Entire home/apt,31,0,0.0,1148,286,5.8664680569332965
Manhattan,Gramercy,40.73401,-73.98165399999999,Entire home/apt,31,0,0.0,1148,285,5.963579343618446
Queens,St. Albans,40.69912184882667,-73.76628915771866,Entire home/apt,30,2,0.06,3,273,5.135798437050262
Queens,Jackson Heights,40.75043,-73.88093,Entire home/apt,30,1,0.31,1,107,4.736198448394496
Manhattan,Hell's Kitchen,40.75649689999999,-73.9936918,Entire home/apt,30,0,0.0,241,352,5.811140992976701
Queens,Flushing,40.738331903870424,-73.81136744726845,Private room,30,4,0.13,1,338,3.871201010907891
Queens,Jamaica Hills,40.7107,-73.80029,Private room,30,11,0.38,1,365,4.867534450455582
Queens,Ditmars Steinway,40.78211,-73.91281,Private room,30,0,0.0,1,365,4.143134726391533
Queens,Rockaway Beach,40.58971721283795,-73.81325945464373,Entire home/apt,30,2,0.05,5,365,4.727387818712341
Queens,Rockaway Beach,40.58969,-73.81385,Entire home/apt,30,9,0.26,4,90,4.290459441148391
Brooklyn,Gravesend,40.5852444,-73.9689071,Private room,30,3,0.08,1,358,5.247024072160486
Brooklyn,Bedford-Stuyvesant,40.68555,-73.94464,Private room,1,96,2.72,1,12,5.424950017481403
Queens,Queens Village,40.71265,-73.73941,Entire home/apt,30,9,0.27,2,313,5.638354669333745
Bronx,Morrisania,40.832057,-73.898561,Private room,30,0,0.0,1,365,4.382026634673881
Brooklyn,Clinton Hill,40.68202,-73.9673,Entire home/apt,30,18,0.5,2,269,5.3230099791384085
Brooklyn,Williamsburg,40.70476,-73.9434,Private room,30,2,0.06,226,53,3.8918202981106265
Manhattan,Upper West Side,40.77102,-73.98249,Entire home/apt,30,0,0.0,1,343,5.752572638825633
Manhattan,Chelsea,40.74386,-73.99955,Private room,1,32,0.93,9,358,6.234410725718371
Manhattan,Harlem,40.79853,-73.95303,Private room,30,7,0.21,3,93,4.204692619390966
Manhattan,East Village,40.7265318,-73.98504609999999,Entire home/apt,31,0,0.0,1148,184,6.1779441140506
Manhattan,Financial District,40.706625,-74.0114241,Entire home/apt,31,0,0.0,1148,94,5.703782474656201
Queens,Ditmars Steinway,40.76945675464057,-73.8961686193943,Private room,30,88,2.43,1,239,4.454347296253507
Queens,Laurelton,40.67503,-73.74698,Entire home/apt,3,51,1.42,1,43,5.1647859739235145
Manhattan,Upper West Side,40.77388,-73.97845,Entire home/apt,30,0,0.0,1,89,6.214608098422191
Manhattan,Upper West Side,40.78044,-73.97622,Entire home/apt,30,18,0.51,7,352,5.043425116919247
Queens,East Elmhurst,40.76432,-73.88453,Entire home/apt,30,35,0.97,2,275,4.962844630259907
Staten Island,Port Richmond,40.63542,-74.1296,Private room,30,2,0.11,1,364,3.6888794541139363
Manhattan,Inwood,40.86624,-73.91934,Private room,30,3,0.4,226,54,3.912023005428146
Manhattan,Inwood,40.86655,-73.91736,Private room,30,0,0.0,256,54,3.4657359027997265
Manhattan,Kips Bay,40.74428,-73.97895,Entire home/apt,30,27,0.76,1,276,5.424950017481403
Manhattan,Financial District,40.706625,-74.0114241,Entire home/apt,31,0,0.0,1148,94,5.713732805509369
Manhattan,Financial District,40.70947,-74.00875,Entire home/apt,30,11,0.38,23,348,5.5134287461649825
Manhattan,Financial District,40.706625,-74.0114241,Entire home/apt,31,0,0.0,1148,242,5.986452005284438
Queens,Middle Village,40.71844166726443,-73.87849114973753,Entire home/apt,30,2,0.06,1,364,5.231108616854587
Manhattan,Midtown,40.7645120386825,-73.9779117433655,Private room,1,10,0.59,12,104,6.18826412308259
Queens,East Elmhurst,40.76485,-73.883568,Private room,30,17,0.47,3,354,4.90527477843843
Brooklyn,Bedford-Stuyvesant,40.67979,-73.92876,Entire home/apt,30,94,2.59,1,93,5.298317366548036
Brooklyn,East New York,40.66454,-73.88114,Entire home/apt,30,8,0.24,2,365,5.0106352940962555
Brooklyn,Bedford-Stuyvesant,40.67689,-73.91819,Entire home/apt,30,0,0.0,1,61,4.882801922586371
Brooklyn,Flatlands,40.62986,-73.93532,Private room,30,0,0.0,1,365,4.605170185988092
Brooklyn,Gowanus,40.6692,-73.99067,Entire home/apt,30,38,1.05,1,137,5.135798437050262
Brooklyn,Fort Greene,40.6873501,-73.97510679999999,Entire home/apt,30,42,1.18,4,335,4.919980925828125
Queens,Springfield Gardens,40.65886,-73.7566,Entire home/apt,30,4,0.12,1,249,4.406719247264253
Brooklyn,Crown Heights,40.67241,-73.92864,Entire home/apt,3,43,1.2,1,91,5.5093883366279774
Brooklyn,Carroll Gardens,40.67885,-73.99999,Entire home/apt,30,37,1.02,1,249,5.683579767338681
Manhattan,Upper East Side,40.76568,-73.96721,Entire home/apt,30,4,0.24,1,156,5.476463551931511
Bronx,Fordham,40.85865,-73.90355,Private room,30,14,0.38,4,365,3.9512437185814275
Queens,East Elmhurst,40.76665,-73.87143,Private room,30,28,0.77,4,62,3.8066624897703196
Bronx,Baychester,40.87548,-73.84687,Entire home/apt,30,0,0.0,1,364,4.382026634673881
Manhattan,Theater District,40.76294,-73.98407,Entire home/apt,6,50,1.37,1,61,5.631211781821365
Brooklyn,Bedford-Stuyvesant,40.68504,-73.92388,Entire home/apt,30,8,0.23,1,297,5.1647859739235145
Brooklyn,Crown Heights,40.67734,-73.93816,Entire home/apt,30,9,0.26,1,283,4.962844630259907
Manhattan,Upper East Side,40.78427,-73.94879,Entire home/apt,30,9,0.25,1,349,7.003065458786462
Manhattan,East Harlem,40.785112,-73.947301,Entire home/apt,30,3,0.13,2,320,5.703782474656201
Brooklyn,East New York,40.660778,-73.8936444,Private room,30,0,0.0,1,362,4.795790545596741
Brooklyn,Sunset Park,40.6484375,-74.0079542,Private room,30,6,0.17,4,114,4.110873864173311
Bronx,Longwood,40.8273734,-73.9031473,Private room,30,8,0.23,3,65,3.367295829986474
Manhattan,Kips Bay,40.73734599999999,-73.9739242,Entire home/apt,31,1,0.07,1148,155,5.666426688112432
Manhattan,Kips Bay,40.73734599999999,-73.9739242,Entire home/apt,31,1,0.03,1148,274,5.755742213586912
Queens,Long Island City,40.74416,-73.95577,Private room,30,25,0.69,1,180,5.1647859739235145
Queens,Jamaica,40.6959,-73.81047,Private room,2,38,2.04,1,95,4.442651256490317
Manhattan,Upper East Side,40.78057,-73.95188,Entire home/apt,30,1,0.04,1,306,5.087596335232384
Staten Island,New Brighton,40.641,-74.08723,Private room,30,6,0.23,1,361,3.7376696182833684
Bronx,Clason Point,40.80593,-73.8505,Entire home/apt,30,6,0.17,1,135,5.017279836814924
Manhattan,Midtown,40.76152,-73.97414,Private room,1,21,0.58,4,354,7.254884810077338
Brooklyn,Crown Heights,40.67987,-73.96389,Entire home/apt,30,0,0.0,2,365,7.31455283232408
Queens,East Elmhurst,40.76659,-73.8697,Private room,30,29,0.8,4,243,3.912023005428146
Manhattan,Upper West Side,40.78842,-73.96844,Entire home/apt,30,44,1.22,9,365,5.802118375377063
Manhattan,Harlem,40.80284,-73.94986,Private room,30,3,0.1,1,236,4.248495242049359
Brooklyn,Sunset Park,40.660552747933075,-73.99083747048782,Private room,1,89,2.85,1,338,5.5134287461649825
Brooklyn,East New York,40.66501,-73.88761,Private room,30,7,0.19,1,270,5.2832037287379885
Manhattan,Kips Bay,40.73931,-73.98043,Entire home/apt,30,21,0.58,1,149,5.225746673713202
Manhattan,Kips Bay,40.74115339999999,-73.9792211,Entire home/apt,30,7,0.23,138,285,5.236441962829949
Manhattan,Upper West Side,40.79047,-73.9704,Entire home/apt,90,4,0.16,28,286,5.521460917862246
Brooklyn,East Flatbush,40.64809,-73.93112,Private room,30,1,0.07,4,181,3.8918202981106265
Brooklyn,Cobble Hill,40.68693,-73.99085,Entire home/apt,30,1,0.08,3,365,6.887552571664617
Brooklyn,Bushwick,40.69905,-73.92809,Entire home/apt,30,0,0.0,1,365,5.41610040220442
Manhattan,Washington Heights,40.848660755511446,-73.9343370238037,Private room,30,53,1.46,2,180,5.043425116919247
Bronx,Wakefield,40.9009511,-73.8455246,Entire home/apt,30,5,0.19,1,171,4.605170185988092
Queens,Ridgewood,40.7026,-73.90059,Entire home/apt,30,3,0.09,10,364,5.407171771460119
Brooklyn,East New York,40.65839,-73.89237,Entire home/apt,30,1,0.04,3,364,4.90527477843843
Queens,Rosedale,40.6651009,-73.74379789999999,Private room,30,39,1.07,1,365,4.653960350157523
Queens,Ridgewood,40.708339,-73.89587790000002,Private room,30,0,0.0,12,363,3.8918202981106265
Queens,Ridgewood,40.708339,-73.89587790000002,Private room,30,0,0.0,12,363,3.8918202981106265
Queens,Ditmars Steinway,40.7736,-73.90469,Private room,30,49,1.35,1,323,3.912023005428146
Queens,Astoria,40.7683195,-73.9086556,Entire home/apt,90,17,0.48,2,179,4.653960350157523
Brooklyn,Williamsburg,40.71148,-73.95538,Private room,30,48,1.32,3,207,4.418840607796598
Manhattan,Upper East Side,40.7786,-73.94787,Entire home/apt,30,16,0.44,1,90,5.3981627015177525
Brooklyn,East Flatbush,40.6518,-73.94932,Private room,3,114,3.17,3,245,3.9889840465642745
Brooklyn,Williamsburg,40.71573,-73.93877,Entire home/apt,30,8,0.24,1,248,6.040254711277414
Manhattan,Lower East Side,40.71498,-73.98714,Entire home/apt,30,55,1.53,3,325,5.53338948872752
Queens,St. Albans,40.69368,-73.75805,Private room,3,55,1.52,3,266,4.564348191467836
Queens,Forest Hills,40.7225,-73.84373,Private room,30,13,0.36,1,89,3.912023005428146
Queens,Corona,40.739643000492215,-73.8646026495428,Private room,30,54,1.52,1,365,5.10594547390058
Staten Island,South Beach,40.5960031,-74.0924974,Private room,30,39,1.08,1,365,4.127134385045092
Manhattan,Washington Heights,40.84336,-73.94234,Private room,30,5,0.14,2,232,3.6888794541139363
Brooklyn,Bedford-Stuyvesant,40.6826774,-73.95034439999999,Private room,3,102,2.88,1,26,4.762173934797756
Bronx,Parkchester,40.83673,-73.8599,Private room,30,47,1.3,1,365,4.59511985013459
Manhattan,SoHo,40.72008,-74.00157,Entire home/apt,1,111,3.16,17,344,5.7430031878094825
Manhattan,Upper East Side,40.78125,-73.95217,Entire home/apt,30,7,0.21,13,335,4.584967478670572
Brooklyn,Canarsie,40.6300652,-73.90512199999999,Private room,30,1,0.03,1,269,4.382026634673881
Queens,Springfield Gardens,40.65884,-73.75586,Entire home/apt,30,49,1.36,1,362,5.393627546352362
Manhattan,Upper East Side,40.7733145,-73.9505648,Entire home/apt,30,10,0.28,1,332,5.455321115357702
Queens,Jamaica,40.703390780350695,-73.78421613143061,Private room,2,54,1.57,4,228,5.0369526024136295
Manhattan,Midtown,40.7482,-73.98824,Entire home/apt,1,112,3.78,13,44,6.0014148779611505
Queens,Long Island City,40.74444,-73.94743,Entire home/apt,50,0,0.0,1,88,6.19644412779452
Bronx,Allerton,40.86477,-73.86185,Private room,30,11,0.31,1,179,4.574710978503383
Queens,Long Island City,40.75351,-73.92638,Private room,3,156,4.33,3,213,4.709530201312334
Manhattan,Chinatown,40.71529672837713,-73.99462233573617,Entire home/apt,1,82,2.38,5,48,6.78897174299217
Manhattan,West Village,40.7327478,-74.0054936,Entire home/apt,30,7,0.26,7,341,5.135798437050262
Manhattan,Hell's Kitchen,40.76581,-73.98758,Entire home/apt,30,3,0.09,28,306,6.054439346269371
Brooklyn,East Flatbush,40.64356,-73.95053,Entire home/apt,30,29,0.81,4,352,4.532599493153256
Brooklyn,Bedford-Stuyvesant,40.692,-73.9476,Private room,30,26,0.72,1,270,4.499809670330265
Brooklyn,Greenpoint,40.73554,-73.95968,Entire home/apt,30,0,0.0,1,365,5.703782474656201
Queens,Ridgewood,40.70527,-73.89939,Entire home/apt,30,6,0.17,1,67,5.53338948872752
Bronx,Mott Haven,40.80811,-73.92104,Private room,1,39,1.33,1,241,5.0106352940962555
Queens,Ridgewood,40.70834,-73.89588,Private room,30,2,0.07,12,343,3.8918202981106265
Queens,Ridgewood,40.708339,-73.89587790000002,Private room,30,3,0.09,12,363,3.8066624897703196
Queens,Ridgewood,40.70834,-73.89588,Private room,30,1,0.03,12,363,3.8918202981106265
Queens,Ridgewood,40.70834,-73.89588,Private room,30,1,0.06,12,363,3.8918202981106265
Queens,Ridgewood,40.70834,-73.89588,Private room,30,0,0.0,12,363,3.8918202981106265
Manhattan,Tribeca,40.71789,-74.0033,Entire home/apt,30,0,0.0,1,363,6.684611727667927
Brooklyn,Greenpoint,40.73341,-73.95677,Entire home/apt,30,8,0.22,1,365,6.778784897685177
Manhattan,Upper East Side,40.7616901,-73.9626906,Entire home/apt,30,10,0.32,138,315,4.912654885736052
Brooklyn,Bay Ridge,40.62911321754182,-74.02875984472486,Entire home/apt,30,8,0.31,2,216,4.543294782270004
Brooklyn,Bay Ridge,40.62911,-74.02726,Entire home/apt,30,27,0.75,2,291,6.555356891810665
Queens,Glendale,40.70576,-73.87454,Entire home/apt,30,28,0.78,5,356,5.135798437050262
Brooklyn,Williamsburg,40.71658,-73.94426,Entire home/apt,30,0,0.0,1,123,5.493061443340548
Brooklyn,Williamsburg,40.70295961573477,-73.93621399668892,Private room,30,0,0.0,1,83,4.430816798843313
Manhattan,East Village,40.7256,-73.98801,Entire home/apt,90,5,0.17,28,144,5.087596335232384
Brooklyn,Crown Heights,40.67656,-73.94792,Entire home/apt,30,16,0.44,1,363,5.267858159063328
Queens,East Elmhurst,40.76578,-73.88473,Entire home/apt,30,16,0.45,3,335,4.875197323201151
Queens,Sunnyside,40.73732,-73.92398,Entire home/apt,2,46,1.37,6,318,6.214608098422191
Brooklyn,Brighton Beach,40.573938095359274,-73.96621046354066,Entire home/apt,30,37,1.14,1,365,5.278114659230517
Queens,Howard Beach,40.66645,-73.85619,Private room,30,0,0.0,1,365,4.418840607796598
Queens,St. Albans,40.6947487,-73.7705501,Entire home/apt,30,1,0.03,1,83,5.811140992976701
Manhattan,East Village,40.7302813,-73.9884091,Entire home/apt,30,4,0.15,241,346,6.063785208687608
Manhattan,Hell's Kitchen,40.76581,-73.98758,Entire home/apt,30,2,0.08,28,281,5.60947179518496
Manhattan,Chelsea,40.73855436164707,-73.99277057685217,Entire home/apt,30,11,0.42,2,119,5.961005339623274
Queens,Jamaica,40.70762,-73.80114,Entire home/apt,30,0,0.0,15,364,5.3471075307174685
Manhattan,East Village,40.7302813,-73.9884091,Entire home/apt,30,0,0.0,241,305,5.910796644040527
Queens,Briarwood,40.70777,-73.80336,Entire home/apt,30,0,0.0,15,364,5.3471075307174685
Brooklyn,East New York,40.6637722,-73.89162209999999,Private room,30,51,1.42,1,365,3.8066624897703196
Manhattan,Chinatown,40.71686,-73.99865,Private room,30,9,0.26,2,365,5.886104031450156
Queens,Springfield Gardens,40.68865,-73.74994,Private room,5,27,0.79,4,342,4.007333185232471
Queens,Edgemere,40.59686809999999,-73.7777662,Private room,30,0,0.0,2,365,4.48863636973214
Brooklyn,Bedford-Stuyvesant,40.68483,-73.9456,Entire home/apt,30,2,0.14,4,333,4.897839799950911
Brooklyn,Williamsburg,40.71443,-73.94351,Entire home/apt,30,3,0.09,1,287,6.1092475827643655
Queens,Ridgewood,40.69982,-73.90859,Private room,30,65,1.8,9,266,4.663439094112067
Staten Island,Westerleigh,40.62121,-74.13207,Private room,1,29,0.94,1,353,4.51085950651685
Brooklyn,Bedford-Stuyvesant,40.68045341869496,-73.91119741859933,Entire home/apt,30,4,0.13,15,365,5.393627546352362
Brooklyn,Brownsville,40.65576,-73.91414,Private room,30,2,0.06,15,365,4.248495242049359
Manhattan,Harlem,40.817417,-73.9529775,Private room,30,42,1.17,2,337,4.248495242049359
Brooklyn,East Flatbush,40.6517,-73.95196,Private room,30,2,0.06,567,365,3.6109179126442243
Manhattan,Harlem,40.802281,-73.94914399999999,Private room,3,57,1.59,1,49,4.8283137373023015
Queens,Astoria,40.76152,-73.9119,Private room,30,19,0.53,2,365,5.198497031265826
Brooklyn,Park Slope,40.67445,-73.98015,Entire home/apt,30,2,0.14,2,187,5.0106352940962555
Brooklyn,Flatbush,40.63538,-73.96554,Entire home/apt,30,37,1.07,2,243,5.1647859739235145
Queens,Glendale,40.70514,-73.88837,Entire home/apt,30,5,0.14,1,334,4.700480365792417
Bronx,Co-op City,40.8609106,-73.8256466,Entire home/apt,30,10,0.29,2,361,4.290459441148391
Bronx,Co-op City,40.8609106,-73.8256466,Entire home/apt,30,10,0.28,2,325,4.406719247264253
Brooklyn,Fort Hamilton,40.61431,-74.03444,Private room,31,0,0.0,1,269,4.48863636973214
Brooklyn,East New York,40.67434,-73.8893,Private room,30,4,0.16,1,270,4.969813299576001
Manhattan,Upper East Side,40.76668,-73.95427,Entire home/apt,30,0,0.0,1,90,4.90527477843843
Manhattan,Upper East Side,40.7707911,-73.95750079999999,Entire home/apt,30,2,0.48,241,345,6.333279628139691
Bronx,Melrose,40.81889,-73.9156,Entire home/apt,30,3,0.11,2,344,4.465908118654584
Manhattan,Harlem,40.80488,-73.94229,Private room,30,37,1.09,1,129,4.74493212836325
Brooklyn,Crown Heights,40.67437,-73.91958,Private room,30,0,0.0,4,62,4.532599493153256
Brooklyn,Bedford-Stuyvesant,40.69487,-73.94623,Private room,30,0,0.0,9,285,4.406719247264253
Manhattan,Hell's Kitchen,40.76019,-73.9931,Entire home/apt,30,2,0.07,239,334,5.521460917862246
Bronx,Morris Park,40.85091,-73.86269,Entire home/apt,30,8,0.26,8,123,4.02535169073515
Brooklyn,Bushwick,40.69766,-73.9322,Private room,30,1,0.03,9,335,3.828641396489095
Brooklyn,Bushwick,40.6899749,-73.92120600000001,Private room,30,56,1.56,1,365,5.0106352940962555
Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,30,2,0.06,241,306,5.3471075307174685
Manhattan,Upper East Side,40.7707911,-73.95750079999999,Entire home/apt,30,1,0.04,241,342,6.359573868672378
Queens,Edgemere,40.59787,-73.77807,Private room,30,1,0.03,2,365,4.382026634673881
Manhattan,Upper East Side,40.7707911,-73.95750079999999,Entire home/apt,30,2,0.08,241,215,6.126869184114185
Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,30,4,0.16,241,287,5.3471075307174685
Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,30,2,0.07,241,209,5.407171771460119
Manhattan,Upper East Side,40.7707911,-73.95750079999999,Entire home/apt,30,5,0.15,241,349,5.940171252720432
Manhattan,SoHo,40.72076,-73.99995,Entire home/apt,30,7,0.22,1,365,7.170119543449628
Manhattan,East Village,40.72987,-73.98837,Entire home/apt,30,1,0.03,1,365,6.396929655216146
Brooklyn,Crown Heights,40.67771,-73.94853,Entire home/apt,31,1,0.55,1,286,4.394449154672439
Queens,St. Albans,40.68775,-73.75868,Entire home/apt,30,247,7.04,1,234,5.517452896464707
Queens,South Ozone Park,40.66988,-73.80979,Entire home/apt,30,8,0.23,1,365,4.941642422609304
Queens,Jamaica,40.70725,-73.78822,Entire home/apt,1,185,5.21,1,313,4.8283137373023015
Queens,Jamaica,40.69284,-73.80822,Private room,30,6,0.17,2,183,3.8066624897703196
Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,30,8,0.25,241,278,5.556828061699537
Queens,Rosedale,40.6529,-73.73417,Private room,30,2,0.06,2,364,4.634728988229636
Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,30,3,0.09,241,346,5.3230099791384085
Manhattan,Theater District,40.76117,-73.98348,Entire home/apt,30,0,0.0,165,345,6.035481432524756
Manhattan,Financial District,40.70732,-74.01508,Entire home/apt,30,0,0.0,165,345,5.796057750765372
Manhattan,Washington Heights,40.83821,-73.93973,Private room,30,27,0.75,11,329,3.8066624897703196
Queens,St. Albans,40.688762,-73.7553818,Entire home/apt,30,24,0.67,1,270,5.017279836814924
Manhattan,Washington Heights,40.83664,-73.93794,Private room,30,16,0.45,11,338,3.8066624897703196
Brooklyn,Canarsie,40.63,-73.89028,Private room,30,2,0.06,1,365,4.454347296253507
Manhattan,Harlem,40.81632,-73.95234,Private room,30,45,1.26,2,334,4.248495242049359
Queens,Richmond Hill,40.6858567,-73.8216774,Private room,2,85,2.54,1,329,4.867534450455582
Bronx,Pelham Gardens,40.86047,-73.83497,Private room,30,0,0.0,2,358,4.060443010546419
Manhattan,Chelsea,40.74853,-73.98909,Private room,1,480,14.29,2,318,6.042632833682381
Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,30,4,0.16,241,294,5.556828061699537
Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,30,2,0.06,241,306,5.8805329864007
Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,30,2,0.28,241,315,5.3471075307174685
Manhattan,Chelsea,40.74953,-73.99849,Entire home/apt,30,27,0.78,1,120,5.5254529391317835
Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,30,3,0.1,241,336,5.8805329864007
Manhattan,Upper East Side,40.7749268,-73.9481632,Entire home/apt,30,3,0.2,241,320,5.438079308923196
Staten Island,Mariners Harbor,40.63862,-74.16349,Entire home/apt,30,2,0.09,1,64,4.127134385045092
Manhattan,Washington Heights,40.84589,-73.93545,Entire home/apt,30,2,0.06,1,90,5.652489180268651
Manhattan,Upper West Side,40.78905,-73.97505,Entire home/apt,30,0,0.0,1,89,5.521460917862246
Manhattan,Washington Heights,40.83806,-73.93792,Private room,30,21,0.59,11,335,3.6888794541139363
